iDR5_Field_Name,Field,PID,NAME,RA,DEC,RA_d,DEC_d,Reduction,Photometry,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-s24s60,SPLUS-s24s60,SPLUS,SPLUS-s24s60,22:13:06,-30:54:08,333.275,-30.90222222,MAR,aperture,19.6593,19.0116,19.0043,19.8621,19.9737,22.3661,20.346,22.5702,20.0733,22.3904,20.6871,21.8117
SPLUS-s24s61,SPLUS-s24s61,SPLUS,SPLUS-s24s61,22:19:23,-30:54:08,334.8458333,-30.90222222,MAR,aperture,20.7766,20.1598,20.1678,21.0554,21.1817,23.5092,21.4691,23.5976,21.0853,23.3607,21.6387,22.785
SPLUS-s24s62,SPLUS-s24s62,SPLUS,SPLUS-s24s62,22:25:41,-30:54:08,336.4208333,-30.90222222,MAR,aperture,20.7109,20.0988,20.0989,20.9659,21.059,23.3949,21.3324,23.543,21.0447,23.3396,21.6251,22.7656
SPLUS-s24s63,SPLUS-s24s63,SPLUS,SPLUS-s24s63,22:31:58,-30:54:08,337.9916667,-30.90222222,MAR,aperture,20.7977,20.1525,20.1663,21.0331,21.1344,23.4523,21.4014,23.5691,21.0553,23.353,21.6198,22.786
SPLUS-s24s64,SPLUS-s24s64,SPLUS,SPLUS-s24s64,22:38:15,-30:54:08,339.5625,-30.90222222,MAR,aperture,20.8159,20.1741,20.1794,21.0627,21.183,23.5038,21.456,23.5783,21.0629,23.3344,21.6131,22.7509
SPLUS-s24s65,SPLUS-s24s65,SPLUS,SPLUS-s24s65,22:44:32,-30:54:08,341.1333333,-30.90222222,MAR,aperture,20.8377,20.1963,20.2055,21.0744,21.1811,23.4989,21.4532,23.6034,21.0859,23.3708,21.6323,22.8066
SPLUS-s24s66,SPLUS-s24s66,SPLUS,SPLUS-s24s66,22:50:50,-30:54:08,342.7083333,-30.90222222,MAR,aperture,20.8527,20.2016,20.2107,21.0831,21.205,23.5209,21.4724,23.5995,21.0819,23.3585,21.6347,22.795
SPLUS-s24s67,SPLUS-s24s67,SPLUS,SPLUS-s24s67,22:57:07,-30:54:08,344.2791667,-30.90222222,MAR,aperture,20.8346,20.1853,20.1991,21.0824,21.2036,23.5291,21.4874,23.6091,21.1001,23.364,21.6382,22.8078
SPLUS-s24s68,SPLUS-s24s68,SPLUS,SPLUS-s24s68,23:03:24,-30:54:08,345.85,-30.90222222,MAR,aperture,20.803,20.1639,20.1694,21.0339,21.1335,23.4478,21.3937,23.5738,21.0654,23.3579,21.6301,22.7945
SPLUS-s24s69,SPLUS-s24s69,SPLUS,SPLUS-s24s69,23:09:42,-30:54:08,347.425,-30.90222222,MAR,aperture,20.8223,20.1725,20.1917,21.07,21.192,23.521,21.4735,23.6034,21.0904,23.3677,21.6403,22.7956
SPLUS-s24s70,SPLUS-s24s70,SPLUS,SPLUS-s24s70,23:15:59,-30:54:08,348.9958333,-30.90222222,MAR,aperture,20.8524,20.2028,20.2122,21.0922,21.2168,23.5398,21.4909,23.6169,21.0959,23.3841,21.6502,22.8278
SPLUS-s24s71,SPLUS-s24s71,SPLUS,SPLUS-s24s71,23:22:16,-30:54:08,350.5666667,-30.90222222,MAR,aperture,20.7515,20.1039,20.1062,20.9933,21.1193,23.4497,21.4216,23.5608,21.0467,23.3489,21.6208,22.783
SPLUS-s24s72,SPLUS-s24s72,SPLUS,SPLUS-s24s72,23:28:34,-30:54:08,352.1416667,-30.90222222,MAR,aperture,20.8449,20.1775,20.1943,21.0779,21.1976,23.5247,21.4779,23.6031,21.0779,23.3673,21.6346,22.8064
SPLUS-s24s73,SPLUS-s24s73,SPLUS,SPLUS-s24s73,23:34:51,-30:54:08,353.7125,-30.90222222,MAR,aperture,20.8584,20.1975,20.2019,21.0763,21.195,23.517,21.4677,23.5964,21.0791,23.3643,21.6227,22.7988
SPLUS-s24s74,SPLUS-s24s74,SPLUS,SPLUS-s24s74,23:41:08,-30:54:08,355.2833333,-30.90222222,JYPE,aperture,20.0834,19.4339,19.4618,20.4624,20.6202,22.8959,20.8159,22.8031,20.2984,22.5867,20.8388,22.0289
SPLUS-s24s75,SPLUS-s24s75,SPLUS,SPLUS-s24s75,23:47:25,-30:54:08,356.8541667,-30.90222222,JYPE,aperture,20.0697,19.4364,19.4634,20.4449,20.6009,22.8815,20.8082,22.8047,20.3019,22.5861,20.8347,22.0149
