iDR5_Field_Name,Field,PID,NAME,RA,DEC,RA_d,DEC_d,Reduction,Photometry,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-n14s12,SPLUS-n14s12,SPLUS,SPLUS-n14s12,11:03:18,-17:33:44,165.825,-17.56222222,MAR,aperture,20.6006,19.9656,19.9753,20.834,20.9342,23.2809,21.2364,23.4286,20.9339,23.2267,21.5372,22.6376
SPLUS-n14s13,SPLUS-n14s13,SPLUS,SPLUS-n14s13,11:08:59,-17:33:44,167.2458333,-17.56222222,MAR,aperture,20.6935,20.0593,20.0484,20.9316,21.051,23.3815,21.3382,23.4894,20.9804,23.2683,21.5649,22.6746
SPLUS-n14s14,SPLUS-n14s14,SPLUS,SPLUS-n14s14,11:14:39,-17:33:44,168.6625,-17.56222222,MAR,aperture,20.7231,20.1017,20.0932,20.9725,21.0922,23.4301,21.38,23.533,21.0244,23.3052,21.5964,22.7157
SPLUS-n14s15,SPLUS-n14s15,SPLUS,SPLUS-n14s15,11:20:19,-17:33:44,170.0791667,-17.56222222,MAR,aperture,20.7036,20.0775,20.0658,20.9375,21.0485,23.3802,21.3364,23.4973,20.9988,23.282,21.5853,22.7
SPLUS-n14s16,SPLUS-n14s16,SPLUS,SPLUS-n14s16,11:25:59,-17:33:44,171.4958333,-17.56222222,MAR,aperture,20.6576,20.0273,20.0191,20.8878,21.002,23.3344,21.2939,23.4546,20.9519,23.2414,21.5504,22.6527
SPLUS-n14s17,SPLUS-n14s17,SPLUS,SPLUS-n14s17,11:31:39,-17:33:44,172.9125,-17.56222222,MAR,aperture,20.6442,20.0121,20.0118,20.8778,20.9888,23.3346,21.2957,23.4715,20.9634,23.2679,21.5631,22.6914
SPLUS-n14s18,SPLUS-n14s18,SPLUS,SPLUS-n14s18,11:37:19,-17:33:44,174.3291667,-17.56222222,MAR,aperture,20.6521,20.0152,20.0122,20.8903,20.9961,23.3357,21.2951,23.4593,20.9545,23.2519,21.5607,22.6652
SPLUS-n14s19,SPLUS-n14s19,SPLUS,SPLUS-n14s19,11:43:00,-17:33:44,175.75,-17.56222222,MAR,aperture,20.7973,20.1697,20.1903,21.0803,21.2083,23.5082,21.4473,23.5557,21.0358,23.2926,21.5794,22.6865
SPLUS-n14s20,SPLUS-n14s20,SPLUS,SPLUS-n14s20,11:48:40,-17:33:44,177.1666667,-17.56222222,MAR,aperture,20.7033,20.0522,20.0605,20.9381,21.0545,23.3843,21.3399,23.494,20.9869,23.2714,21.5679,22.6892
SPLUS-n14s21,SPLUS-n14s21,SPLUS,SPLUS-n14s21,11:54:20,-17:33:44,178.5833333,-17.56222222,MAR,aperture,20.71,20.065,20.0773,20.9591,21.0849,23.4137,21.3683,23.5067,20.9926,23.2774,21.57,22.6922
SPLUS-n14s22,SPLUS-n14s22,SPLUS,SPLUS-n14s22,12:00:00,-17:33:44,180.0,-17.56222222,MAR,aperture,20.8465,20.212,20.2204,21.1134,21.2466,23.548,21.4974,23.6027,21.073,23.3601,21.6275,22.8069
SPLUS-n14s23,SPLUS-n14s23,SPLUS,SPLUS-n14s23,12:05:40,-17:33:44,181.4166667,-17.56222222,MAR,aperture,20.6211,20.0034,19.9884,20.8512,20.9552,23.3057,21.2611,23.4495,20.9447,23.2477,21.5281,22.6732
SPLUS-n14s24,SPLUS-n14s24,SPLUS,SPLUS-n14s24,12:11:20,-17:33:44,182.8333333,-17.56222222,MAR,aperture,20.6688,20.0353,20.003,20.8576,20.9497,23.3019,21.2572,23.4569,20.9575,23.2583,21.5346,22.6958
SPLUS-n14s25,SPLUS-n14s25,SPLUS,SPLUS-n14s25,12:17:00,-17:33:44,184.25,-17.56222222,MAR,aperture,20.6593,20.012,20.0096,20.8642,20.9685,23.3124,21.2792,23.4592,20.954,23.2522,21.5313,22.6841
SPLUS-n14s26,SPLUS-n14s26,SPLUS,SPLUS-n14s26,12:22:41,-17:33:44,185.6708333,-17.56222222,MAR,aperture,20.6472,20.0059,20.0,20.8559,20.957,23.3076,21.2665,23.4579,20.9578,23.2538,21.5154,22.6873
SPLUS-n14s27,SPLUS-n14s27,SPLUS,SPLUS-n14s27,12:28:21,-17:33:44,187.0875,-17.56222222,MAR,aperture,20.6534,20.0211,20.0221,20.8726,20.9676,23.3146,21.2745,23.4536,20.9507,23.2504,21.5321,22.6878
SPLUS-n14s28,SPLUS-n14s28,SPLUS,SPLUS-n14s28,12:34:01,-17:33:44,188.5041667,-17.56222222,MAR,aperture,20.6395,20.0019,20.0013,20.858,20.9579,23.3019,21.2624,23.4536,20.9504,23.2508,21.5189,22.6853
SPLUS-n14s29,SPLUS-n14s29,SPLUS,SPLUS-n14s29,12:39:41,-17:33:44,189.9208333,-17.56222222,MAR,aperture,19.7885,19.1568,19.1398,19.9884,20.0751,22.4337,20.3922,22.6215,20.1179,22.4368,20.7132,21.8815
SPLUS-n14s30,SPLUS-n14s30,SPLUS,SPLUS-n14s30,12:45:21,-17:33:44,191.3375,-17.56222222,MAR,aperture,19.6156,19.0124,19.0288,19.8852,19.9913,22.3679,20.3274,22.5663,20.0761,22.3984,20.6971,21.8392
SPLUS-n14s31,SPLUS-n14s31,SPLUS,SPLUS-n14s31,12:51:01,-17:33:44,192.7541667,-17.56222222,MAR,aperture,20.5935,20.0013,20.0171,20.9001,21.029,23.3764,21.3295,23.4872,20.989,23.2643,21.5661,22.6694
SPLUS-n14s32,SPLUS-n14s32,SPLUS,SPLUS-n14s32,12:56:42,-17:33:44,194.175,-17.56222222,MAR,aperture,20.6727,20.0611,20.0884,20.9592,21.0903,23.432,21.3855,23.5114,21.0148,23.2852,21.5835,22.7047
SPLUS-n14s33,SPLUS-n14s33,SPLUS,SPLUS-n14s33,13:02:22,-17:33:44,195.5916667,-17.56222222,MAR,aperture,20.1653,19.5909,19.6586,20.5675,20.7274,23.1231,21.0449,23.2413,20.8635,23.0494,21.4941,22.512
SPLUS-n14s34,SPLUS-n14s34,SPLUS,SPLUS-n14s34,13:08:02,-17:33:44,197.0083333,-17.56222222,MAR,aperture,19.729,19.0952,19.0886,19.952,20.0914,22.4677,20.4385,22.6365,20.1354,22.4613,20.744,21.9225
SPLUS-n14s35,SPLUS-n14s35,SPLUS,SPLUS-n14s35,13:13:42,-17:33:44,198.425,-17.56222222,MAR,aperture,19.8176,19.1873,19.1683,20.0064,20.1133,22.4753,20.4313,22.6374,20.1466,22.4531,20.7386,21.859
SPLUS-n14s36,SPLUS-n14s36,SPLUS,SPLUS-n14s36,13:19:22,-17:33:44,199.8416667,-17.56222222,MAR,aperture,19.7699,19.1496,19.1164,19.9777,20.093,22.4725,20.4429,22.6505,20.1501,22.4607,20.7453,21.8903
SPLUS-n14s37,SPLUS-n14s37,SPLUS,SPLUS-n14s37,13:25:02,-17:33:44,201.2583333,-17.56222222,MAR,aperture,19.8373,19.1981,19.1714,20.0295,20.1356,22.5039,20.4576,22.6655,20.1591,22.4738,20.7545,21.9155
SPLUS-n14s38,SPLUS-n14s38,SPLUS,SPLUS-n14s38,13:30:43,-17:33:44,202.6791667,-17.56222222,MAR,aperture,19.85,19.2222,19.1812,20.0308,20.1254,22.4888,20.4461,22.6505,20.1486,22.4578,20.7414,21.8976
SPLUS-n14s39,SPLUS-n14s39,SPLUS,SPLUS-n14s39,13:36:23,-17:33:44,204.0958333,-17.56222222,MAR,aperture,19.6508,19.0354,19.0234,19.8913,19.9969,22.3799,20.3529,22.5709,20.0711,22.3786,20.694,21.7666
SPLUS-n14s40,SPLUS-n14s40,SPLUS,SPLUS-n14s40,13:42:03,-17:33:44,205.5125,-17.56222222,MAR,aperture,19.7858,19.1481,19.1342,19.9843,20.099,22.4627,20.4238,22.633,20.132,22.4452,20.7354,21.8834
SPLUS-n14s41,SPLUS-n14s41,SPLUS,SPLUS-n14s41,13:47:43,-17:33:44,206.9291667,-17.56222222,MAR,aperture,19.7338,19.1007,19.0777,19.9229,20.0274,22.4024,20.367,22.5956,20.1002,22.4264,20.7023,21.8768
SPLUS-n14s42,SPLUS-n14s42,SPLUS,SPLUS-n14s42,13:53:23,-17:33:44,208.3458333,-17.56222222,MAR,aperture,19.8364,19.2007,19.1611,20.0159,20.1127,22.4627,20.4395,22.5914,20.1236,22.3275,20.742,21.7911
SPLUS-n14s43,SPLUS-n14s43,SPLUS,SPLUS-n14s43,13:59:03,-17:33:44,209.7625,-17.56222222,MAR,aperture,19.6882,19.0738,19.0698,19.9201,20.0232,22.3946,20.3644,22.59,20.0867,22.4065,20.6955,21.8284
SPLUS-n14s44,SPLUS-n14s44,SPLUS,SPLUS-n14s44,14:04:43,-17:33:44,211.1791667,-17.56222222,MAR,aperture,20.5123,19.8838,19.8699,20.7129,20.8064,23.1704,21.1326,23.3559,20.8642,23.1808,21.4865,22.6106
SPLUS-n14s45,SPLUS-n14s45,SPLUS,SPLUS-n14s45,14:10:24,-17:33:44,212.6,-17.56222222,MAR,aperture,20.4373,19.7979,19.7763,20.6225,20.7121,23.0926,21.0611,23.306,20.8085,23.1508,21.4562,22.5901
SPLUS-n14s46,SPLUS-n14s46,SPLUS,SPLUS-n14s46,14:16:04,-17:33:44,214.0166667,-17.56222222,MAR,aperture,20.5465,19.911,19.8939,20.7263,20.8073,23.1698,21.1333,23.3566,20.8613,23.1834,21.4844,22.6149
SPLUS-n14s47,SPLUS-n14s47,SPLUS,SPLUS-n14s47,14:21:44,-17:33:44,215.4333333,-17.56222222,MAR,aperture,20.4299,19.8008,19.7833,20.6442,20.7477,23.1265,21.0981,23.319,20.8142,23.1486,21.4433,22.5905
SPLUS-n14s48,SPLUS-n14s48,SPLUS,SPLUS-n14s48,14:27:24,-17:33:44,216.85,-17.56222222,MAR,aperture,20.5026,19.8821,19.8294,20.6737,20.765,23.1508,21.1133,23.3483,20.8505,23.1771,21.4788,22.598
SPLUS-n14s49,SPLUS-n14s49,SPLUS,SPLUS-n14s49,14:33:04,-17:33:44,218.2666667,-17.56222222,MAR,aperture,20.3836,19.7661,19.7444,20.5855,20.6856,23.076,21.0554,23.2962,20.8042,23.1384,21.454,22.5581
SPLUS-n14s50,SPLUS-n14s50,SPLUS,SPLUS-n14s50,14:38:44,-17:33:44,219.6833333,-17.56222222,MAR,aperture,20.5196,19.8827,19.8453,20.6905,20.7784,23.1469,21.112,23.3428,20.8452,23.1708,21.4758,22.5961
SPLUS-n14s51,SPLUS-n14s51,SPLUS,SPLUS-n14s51,14:44:25,-17:33:44,221.1041667,-17.56222222,MAR,aperture,20.522,19.8648,19.8526,20.7109,20.8099,23.178,21.1351,23.3492,20.8497,23.1686,21.4657,22.6154
SPLUS-n14s52,SPLUS-n14s52,SPLUS,SPLUS-n14s52,14:50:05,-17:33:44,222.5208333,-17.56222222,MAR,aperture,20.4948,19.8534,19.8441,20.6997,20.8034,23.1788,21.1419,23.3502,20.8504,23.1664,21.4644,22.6025
SPLUS-n14s53,SPLUS-n14s53,SPLUS,SPLUS-n14s53,14:55:45,-17:33:44,223.9375,-17.56222222,MAR,aperture,19.632,19.0188,19.0114,19.875,19.9907,22.3772,20.3486,22.5712,20.0677,22.3811,20.6897,21.7729
SPLUS-n15s01,SPLUS-n15s01,SPLUS,SPLUS-n15s01,10:00:00,-18:54:11,150.0,-18.90305556,MAR,aperture,20.7941,20.1849,20.1906,21.1093,21.2403,23.5382,21.4808,23.5712,21.047,23.3166,21.5902,22.7446
SPLUS-n15s02,SPLUS-n15s02,SPLUS,SPLUS-n15s02,10:05:43,-18:54:11,151.4291667,-18.90305556,MAR,aperture,20.7796,20.164,20.1955,21.1,21.2319,23.5329,21.4805,23.5776,21.0613,23.3248,21.613,22.7322
SPLUS-n15s03,SPLUS-n15s03,SPLUS,SPLUS-n15s03,10:11:26,-18:54:11,152.8583333,-18.90305556,MAR,aperture,20.6746,20.0822,20.1056,20.977,21.093,23.4241,21.3737,23.5288,21.0248,23.3128,21.5895,22.7482
SPLUS-n15s04,SPLUS-n15s04,SPLUS,SPLUS-n15s04,10:17:09,-18:54:11,154.2875,-18.90305556,MAR,aperture,20.8717,20.2194,20.2273,21.1298,21.2651,23.5655,21.5117,23.572,21.0846,23.3376,21.6293,22.7724
SPLUS-n15s05,SPLUS-n15s05,SPLUS,SPLUS-n15s05,10:22:51,-18:54:11,155.7125,-18.90305556,MAR,aperture,20.8621,20.2133,20.2367,21.1259,21.2542,23.5581,21.4886,23.6012,21.0761,23.3551,21.6252,22.7802
SPLUS-n15s06,SPLUS-n15s06,SPLUS,SPLUS-n15s06,10:28:34,-18:54:11,157.1416667,-18.90305556,MAR,aperture,20.8638,20.2051,20.2286,21.1155,21.2461,23.5479,21.4999,23.6021,21.0757,23.3465,21.6286,22.7744
SPLUS-n15s07,SPLUS-n15s07,SPLUS,SPLUS-n15s07,10:34:17,-18:54:11,158.5708333,-18.90305556,MAR,aperture,20.858,20.2088,20.2169,21.1119,21.2354,23.5482,21.492,23.606,21.0789,23.3592,21.6279,22.8066
SPLUS-n15s08,SPLUS-n15s08,SPLUS,SPLUS-n15s08,10:40:00,-18:54:11,160.0,-18.90305556,MAR,aperture,20.7445,20.1075,20.1161,21.0125,21.1052,23.5016,21.4608,23.5728,21.0589,23.3306,21.6216,22.7498
SPLUS-n15s09,SPLUS-n15s09,SPLUS,SPLUS-n15s09,10:45:43,-18:54:11,161.4291667,-18.90305556,MAR,aperture,20.7946,20.1491,20.1617,21.0437,21.1772,23.5013,21.4551,23.5865,21.0694,23.354,21.6313,22.7817
SPLUS-n15s10,SPLUS-n15s10,SPLUS,SPLUS-n15s10,10:51:26,-18:54:11,162.8583333,-18.90305556,MAR,aperture,20.7763,20.1318,20.1298,20.9916,21.146,23.4167,21.4162,23.458,21.0061,23.3221,21.5684,22.8054
SPLUS-n15s11,SPLUS-n15s11,SPLUS,SPLUS-n15s11,10:57:09,-18:54:11,164.2875,-18.90305556,MAR,aperture,20.7803,20.1089,20.1025,21.0042,21.135,23.4513,21.4101,23.4906,20.9697,23.2664,21.471,22.7385
SPLUS-n15s12,SPLUS-n15s12,SPLUS,SPLUS-n15s12,11:02:51,-18:54:11,165.7125,-18.90305556,MAR,aperture,20.8798,20.2438,20.222,21.1193,21.2545,23.5578,21.5138,23.6098,21.0879,23.3558,21.6453,22.8058
SPLUS-n15s13,SPLUS-n15s13,SPLUS,SPLUS-n15s13,11:08:34,-18:54:11,167.1416667,-18.90305556,MAR,aperture,20.813,20.1797,20.167,21.0627,21.1894,23.5117,21.4598,23.5806,21.0519,23.3382,21.6178,22.7562
SPLUS-n15s14,SPLUS-n15s14,SPLUS,SPLUS-n15s14,11:14:17,-18:54:11,168.5708333,-18.90305556,MAR,aperture,20.7882,20.1493,20.1538,21.0551,21.1948,23.53,21.4845,23.5934,21.0725,23.3209,21.6245,22.7158
SPLUS-n15s15,SPLUS-n15s15,SPLUS,SPLUS-n15s15,11:20:00,-18:54:11,170.0,-18.90305556,MAR,aperture,20.8473,20.211,20.205,21.1018,21.2344,23.5481,21.5006,23.6173,21.09,23.379,21.6446,22.8352
SPLUS-n15s16,SPLUS-n15s16,SPLUS,SPLUS-n15s16,11:25:43,-18:54:11,171.4291667,-18.90305556,MAR,aperture,20.815,20.1719,20.1638,21.0523,21.1722,23.491,21.4403,23.5852,21.0676,23.3615,21.6317,22.8176
SPLUS-n15s17,SPLUS-n15s17,SPLUS,SPLUS-n15s17,11:31:26,-18:54:11,172.8583333,-18.90305556,MAR,aperture,20.8735,20.2211,20.2275,21.1152,21.2405,23.5509,21.4985,23.6004,21.077,23.3473,21.6312,22.7743
SPLUS-n15s18,SPLUS-n15s18,SPLUS,SPLUS-n15s18,11:37:09,-18:54:11,174.2875,-18.90305556,MAR,aperture,20.8656,20.219,20.2339,21.1179,21.2451,23.5251,21.4795,23.5752,20.9832,23.3227,21.4288,22.7484
SPLUS-n15s19,SPLUS-n15s19,SPLUS,SPLUS-n15s19,11:42:51,-18:54:11,175.7125,-18.90305556,MAR,aperture,20.8695,20.214,20.2319,21.126,21.2613,23.5672,21.5126,23.6075,21.0843,23.3518,21.6308,22.7812
SPLUS-n15s20,SPLUS-n15s20,SPLUS,SPLUS-n15s20,11:48:34,-18:54:11,177.1416667,-18.90305556,MAR,aperture,20.8552,20.1836,20.2219,21.1197,21.2564,23.5425,21.4989,23.6029,21.053,23.3493,21.5873,22.686
SPLUS-n15s21,SPLUS-n15s21,SPLUS,SPLUS-n15s21,11:54:17,-18:54:11,178.5708333,-18.90305556,MAR,aperture,20.856,20.1993,20.2049,21.1041,21.2342,23.5481,21.4897,23.6014,21.0763,23.3489,21.628,22.7807
SPLUS-n15s22,SPLUS-n15s22,SPLUS,SPLUS-n15s22,12:00:00,-18:54:11,180.0,-18.90305556,MAR,aperture,20.8381,20.1702,20.2175,21.1089,21.24,23.5313,21.4738,23.5768,21.0522,23.3263,21.6052,22.7357
SPLUS-n15s23,SPLUS-n15s23,SPLUS,SPLUS-n15s23,12:05:43,-18:54:11,181.4291667,-18.90305556,MAR,aperture,19.5528,18.9126,18.9054,19.7444,19.8225,22.2041,20.1637,22.463,19.9989,22.3213,20.6478,21.7737
SPLUS-n15s24,SPLUS-n15s24,SPLUS,SPLUS-n15s24,12:11:26,-18:54:11,182.8583333,-18.90305556,MAR,aperture,19.6054,18.9903,19.008,19.875,19.9829,22.3583,20.3167,22.5494,20.0537,22.3766,20.6665,21.8246
SPLUS-n15s25,SPLUS-n15s25,SPLUS,SPLUS-n15s25,12:17:09,-18:54:11,184.2875,-18.90305556,MAR,aperture,19.5951,18.9793,19.0088,19.8572,19.967,22.3452,20.3059,22.5367,20.0427,22.3631,20.6563,21.8215
SPLUS-n15s26,SPLUS-n15s26,SPLUS,SPLUS-n15s26,12:22:51,-18:54:11,185.7125,-18.90305556,MAR,aperture,19.5684,18.9677,18.9772,19.8121,19.8983,22.258,20.2257,22.509,20.0187,22.3581,20.6742,21.8066
SPLUS-n15s27,SPLUS-n15s27,SPLUS,SPLUS-n15s27,12:28:34,-18:54:11,187.1416667,-18.90305556,MAR,aperture,19.6933,19.042,19.0389,19.8858,19.9851,22.3551,20.3203,22.544,20.0428,22.3684,20.6635,21.8187
SPLUS-n15s28,SPLUS-n15s28,SPLUS,SPLUS-n15s28,12:34:17,-18:54:11,188.5708333,-18.90305556,MAR,aperture,19.6815,19.0424,19.0344,19.8914,19.9903,22.3642,20.3225,22.5557,20.0541,22.381,20.6696,21.8403
SPLUS-n15s29,SPLUS-n15s29,SPLUS,SPLUS-n15s29,12:40:00,-18:54:11,190.0,-18.90305556,MAR,aperture,19.695,19.0558,19.0543,19.8999,19.9986,22.3648,20.3296,22.5504,20.0504,22.374,20.6636,21.825
SPLUS-n15s30,SPLUS-n15s30,SPLUS,SPLUS-n15s30,12:45:43,-18:54:11,191.4291667,-18.90305556,MAR,aperture,19.6875,19.0347,19.0328,19.8856,19.9948,22.3643,20.33,22.5538,20.0527,22.3798,20.6596,21.8283
SPLUS-n15s31,SPLUS-n15s31,SPLUS,SPLUS-n15s31,12:51:26,-18:54:11,192.8583333,-18.90305556,MAR,aperture,20.6041,20.0132,20.0379,20.927,21.0531,23.3948,21.357,23.4996,20.9959,23.273,21.5711,22.6838
SPLUS-n15s32,SPLUS-n15s32,SPLUS,SPLUS-n15s32,12:57:09,-18:54:11,194.2875,-18.90305556,MAR,aperture,20.6411,20.0383,20.0619,20.955,21.0821,23.421,21.3804,23.5088,21.0153,23.2895,21.5887,22.718
SPLUS-n15s33,SPLUS-n15s33,SPLUS,SPLUS-n15s33,13:02:51,-18:54:11,195.7125,-18.90305556,MAR,aperture,20.7141,20.0796,20.0953,20.9594,21.0792,23.4087,21.3678,23.5097,20.9972,23.2786,21.5717,22.6829
SPLUS-n15s34,SPLUS-n15s34,SPLUS,SPLUS-n15s34,13:08:34,-18:54:11,197.1416667,-18.90305556,MAR,aperture,19.5426,18.9592,18.9796,19.8408,19.9481,22.3301,20.2862,22.5227,20.0317,22.3472,20.6601,21.7799
SPLUS-n15s35,SPLUS-n15s35,SPLUS,SPLUS-n15s35,13:14:17,-18:54:11,198.5708333,-18.90305556,MAR,aperture,19.5647,18.9352,18.9405,19.7709,19.85,22.2183,20.18,22.4492,19.9595,22.2867,20.6002,21.7164
SPLUS-n15s36,SPLUS-n15s36,SPLUS,SPLUS-n15s36,13:20:00,-18:54:11,200.0,-18.90305556,MAR,aperture,19.64,19.0365,19.0316,20.6361,20.7527,22.3752,21.1035,22.5559,20.0582,22.3764,20.6684,21.8264
SPLUS-n15s37,SPLUS-n15s37,SPLUS,SPLUS-n15s37,13:25:43,-18:54:11,201.4291667,-18.90305556,MAR,aperture,20.4305,19.835,19.8374,20.7106,20.828,23.1942,21.1582,23.3624,20.8668,23.1822,21.4783,22.636
SPLUS-n15s38,SPLUS-n15s38,SPLUS,SPLUS-n15s38,13:31:26,-18:54:11,202.8583333,-18.90305556,MAR,aperture,19.6869,19.0536,19.0171,19.8689,19.9525,22.3254,20.2849,22.5339,20.0417,22.3661,20.6697,21.8035
SPLUS-n15s39,SPLUS-n15s39,SPLUS,SPLUS-n15s39,13:37:09,-18:54:11,204.2875,-18.90305556,MAR,aperture,19.6938,19.0607,19.0598,19.9132,20.0166,22.3864,20.3421,22.5563,20.0576,22.3767,20.6695,21.8236
SPLUS-n15s40,SPLUS-n15s40,SPLUS,SPLUS-n15s40,13:42:51,-18:54:11,205.7125,-18.90305556,MAR,aperture,19.6362,19.0048,19.005,19.8597,19.9622,22.34,20.2978,22.5298,20.0346,22.3501,20.6613,21.7755
SPLUS-n15s41,SPLUS-n15s41,SPLUS,SPLUS-n15s41,13:48:34,-18:54:11,207.1416667,-18.90305556,MAR,aperture,20.3939,19.7999,19.8079,20.6843,20.806,23.1894,21.1453,23.356,20.8592,23.1724,21.4707,22.6167
SPLUS-n15s42,SPLUS-n15s42,SPLUS,SPLUS-n15s42,13:54:17,-18:54:11,208.5708333,-18.90305556,MAR,aperture,20.4711,19.8409,19.8244,20.6912,20.7987,23.1656,21.1262,23.3383,20.8364,23.1598,21.4517,22.6008
SPLUS-n15s43,SPLUS-n15s43,SPLUS,SPLUS-n15s43,14:00:00,-18:54:11,210.0,-18.90305556,MAR,aperture,20.5074,19.876,19.8742,20.7218,20.8371,23.199,21.1523,23.3587,20.8644,23.179,21.4756,22.6326
SPLUS-n15s44,SPLUS-n15s44,SPLUS,SPLUS-n15s44,14:05:43,-18:54:11,211.4291667,-18.90305556,MAR,aperture,20.4511,19.8423,19.8464,20.7094,20.7763,23.1627,21.1217,23.3403,20.8391,23.163,21.4571,22.6131
SPLUS-n15s45,SPLUS-n15s45,SPLUS,SPLUS-n15s45,14:11:26,-18:54:11,212.8583333,-18.90305556,MAR,aperture,20.4645,19.8499,19.8416,20.7066,20.8174,23.1773,21.1396,23.3463,20.8428,23.1666,21.4553,22.615
SPLUS-n15s46,SPLUS-n15s46,SPLUS,SPLUS-n15s46,14:17:09,-18:54:11,214.2875,-18.90305556,MAR,aperture,20.4766,19.8572,19.8564,20.712,20.8219,23.1856,21.1446,23.3538,20.8504,23.1713,21.4564,22.6221
SPLUS-n15s47,SPLUS-n15s47,SPLUS,SPLUS-n15s47,14:22:51,-18:54:11,215.7125,-18.90305556,MAR,aperture,20.5013,19.866,19.8605,20.7168,20.8249,23.192,21.1551,23.3612,20.8626,23.1726,21.4608,22.6145
SPLUS-n15s48,SPLUS-n15s48,SPLUS,SPLUS-n15s48,14:28:34,-18:54:11,217.1416667,-18.90305556,MAR,aperture,20.4527,19.8413,19.8438,20.7053,20.8198,23.185,21.1474,23.3532,20.8527,23.1716,21.4631,22.6201
SPLUS-n15s49,SPLUS-n15s49,SPLUS,SPLUS-n15s49,14:34:17,-18:54:11,218.5708333,-18.90305556,MAR,aperture,20.4972,19.8695,19.8733,20.7197,20.8299,23.1956,21.1504,23.3645,20.8622,23.1835,21.4691,22.6363
SPLUS-n15s50,SPLUS-n15s50,SPLUS,SPLUS-n15s50,14:40:00,-18:54:11,220.0,-18.90305556,MAR,aperture,20.4953,19.8597,19.8694,20.7177,20.8257,23.1935,21.1521,23.3575,20.8564,23.1735,21.462,22.6245
SPLUS-n15s51,SPLUS-n15s51,SPLUS,SPLUS-n15s51,14:45:43,-18:54:11,221.4291667,-18.90305556,MAR,aperture,20.4933,19.8475,19.8364,20.6946,20.8097,23.1785,21.1386,23.3518,20.8476,23.1694,21.4615,22.6219
SPLUS-n15s52,SPLUS-n15s52,SPLUS,SPLUS-n15s52,14:51:26,-18:54:11,222.8583333,-18.90305556,MAR,aperture,19.7713,19.1467,19.1234,19.972,20.0799,22.4504,20.4165,22.6257,20.1258,22.4387,20.7305,21.8761
SPLUS-n15s53,SPLUS-n15s53,SPLUS,SPLUS-n15s53,14:57:09,-18:54:11,224.2875,-18.90305556,MAR,aperture,19.8299,19.196,19.1787,20.0276,20.1395,22.4976,20.461,22.6643,20.1559,22.4757,20.7522,21.9197
SPLUS-n16s01,SPLUS-n16s01,SPLUS,SPLUS-n16s01,10:04:48,-20:14:34,151.2,-20.24277778,MAR,aperture,20.8493,20.2061,20.1981,21.1095,21.241,23.5523,21.5007,23.5973,21.0716,23.3502,21.6207,22.7815
SPLUS-n16s02,SPLUS-n16s02,SPLUS,SPLUS-n16s02,10:10:34,-20:14:34,152.6416667,-20.24277778,MAR,aperture,20.7762,20.1686,20.2148,21.1035,21.2447,23.5547,21.4868,23.5981,21.0755,23.3488,21.626,22.765
SPLUS-n16s03,SPLUS-n16s03,SPLUS,SPLUS-n16s03,10:16:19,-20:14:34,154.0791667,-20.24277778,MAR,aperture,20.859,20.2229,20.2372,21.1289,21.2521,23.5519,21.4936,23.5952,21.0786,23.348,21.6345,22.7782
SPLUS-n16s04,SPLUS-n16s04,SPLUS,SPLUS-n16s04,10:22:05,-20:14:34,155.5208333,-20.24277778,MAR,aperture,20.846,20.2239,20.2297,21.131,21.2529,23.5523,21.5033,23.6174,21.0934,23.3774,21.6451,22.8232
SPLUS-n16s05,SPLUS-n16s05,SPLUS,SPLUS-n16s05,10:27:50,-20:14:34,156.9583333,-20.24277778,MAR,aperture,20.8392,20.2068,20.2226,21.1304,21.2646,23.5497,21.4923,23.5823,21.0647,23.3295,21.6113,22.7406
SPLUS-n16s06,SPLUS-n16s06,SPLUS,SPLUS-n16s06,10:33:36,-20:14:34,158.4,-20.24277778,MAR,aperture,20.8235,20.1897,20.2128,21.1118,21.2454,23.5445,21.4938,23.5896,21.0659,23.3315,21.6087,22.7521
SPLUS-n16s07,SPLUS-n16s07,SPLUS,SPLUS-n16s07,10:39:22,-20:14:34,159.8416667,-20.24277778,MAR,aperture,20.8413,20.218,20.2323,21.1326,21.2628,23.5636,21.5129,23.6203,21.0988,23.3725,21.6441,22.7992
SPLUS-n16s08,SPLUS-n16s08,SPLUS,SPLUS-n16s08,10:45:07,-20:14:34,161.2791667,-20.24277778,MAR,aperture,20.7657,20.1405,20.1257,21.0222,21.1335,23.4427,21.3891,23.5508,21.0454,23.3215,21.6073,22.7276
SPLUS-n16s09,SPLUS-n16s09,SPLUS,SPLUS-n16s09,10:50:53,-20:14:34,162.7208333,-20.24277778,MAR,aperture,20.8328,20.2261,20.2111,21.109,21.2381,23.5548,21.5009,23.6144,21.0946,23.3677,21.6409,22.7865
SPLUS-n16s10,SPLUS-n16s10,SPLUS,SPLUS-n16s10,10:56:38,-20:14:34,164.1583333,-20.24277778,MAR,aperture,20.8674,20.2359,20.2239,21.1198,21.249,23.556,21.5035,23.6157,21.0981,23.369,21.6468,22.7969
